frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,40
1,0,33.0107,578,303,0,40
2,1.17212,32.4597,66,270,0,40
3,1.00559,30.6655,67,270,0,40
4,0.558384,33.6562,71,270,0,40
5,0.473561,32.9584,66,269,0,40
6,0.571598,33.4533,66,269,169.363,40
7,0.253131,33.0168,66,269,171.525,40
8,0.328569,35.6985,67,269,159.062,40
9,0.708356,32.0103,65,269,176.732,40
10,0.533705,36.6703,69,268,154.989,40
11,0.812083,32.0969,583,303,176.271,40
12,0.813451,33.7665,69,269,167.845,40
13,0.457678,36.57,64,270,155.399,40
14,0.518525,33.0542,584,301,171.338,40
15,0.306536,33.3345,70,271,169.946,40
16,0.624434,38.7629,71,270,146.899,40
17,1.62802,39.3304,583,301,144.851,40
18,1.47039,37.9176,580,302,150.061,40
19,1.09653,37.8242,582,302,150.419,40
20,1.23708,38.9479,578,303,146.225,40
21,0.581495,40.0377,577,303,142.379,40
22,1.46696,36.7509,579,302,154.66,40
23,3.17824,38.4385,578,303,148.097,40
24,0.409547,36.847,577,303,154.271,40
25,1.23728,37.8633,579,303,150.269,40
26,1.98866,34.5736,577,303,164.058,40
27,4.23647,32.8876,579,304,172.176,40
28,2.14669,34.1435,69,268,166.054,40
29,1.06102,35.1539,68,269,161.442,40
30,2.59801,35.7902,585,303,158.669,40
31,0.293002,33.6574,66,269,168.37,40
32,0.70725,34.9306,67,269,162.439,40
33,0.966406,32.7001,67,268,173.129,40
34,2.11634,34.4171,70,269,164.779,40
35,0.736444,35.3504,68,270,160.575,40
36,1.27753,33.4229,581,304,169.512,40
37,1.30883,31.8001,77,270,177.86,40
38,0.447218,32.4153,76,270,174.598,40
39,0.318593,35.6141,72,271,159.426,40
40,0.863319,37.2948,585,305,152.481,40
41,1.26668,32.7738,585,305,172.753,40
42,0.373888,31.9756,71,270,176.917,40
43,1.53744,34.4529,72,269,164.614,40
44,1.53118,35.1581,70,269,161.423,40
45,0.900634,35.1073,586,305,161.649,40
46,0.0961093,35.4685,582,305,160.059,40
47,0.369849,33.2352,585,305,170.436,40
48,0.309173,35.9159,71,268,158.132,40
49,0.571497,34.2583,582,305,165.517,40
50,0.688089,34.2634,585,307,165.493,40
51,1.35107,32.9236,67,269,171.994,40
52,0.649399,33.5206,585,308,169.034,40
53,1.66647,34.7516,583,307,163.247,40
54,0.96087,35.2075,69,269,161.205,40
55,1.03657,33.8749,582,307,167.326,40
56,0.548416,34.7542,76,270,163.235,40
57,0.917824,35.8932,75,270,158.229,40
58,1.41357,37.1741,579,307,152.96,40
59,0.493344,36.7214,574,307,154.78,40
60,0.126231,38.1711,572,307,149.099,40
61,0.442726,36.7634,573,307,154.61,40
62,0.179427,34.9711,72,270,162.257,40
63,0.182754,37.4849,576,308,151.734,40
64,0.35026,36.1696,70,270,157.061,40
65,0.439056,35.5294,69,270,159.794,40
66,1.00788,42.7717,71,270,133.578,40
67,1.14044,34.6902,288,271,163.526,40
68,1.32009,56.4814,569,308,102.117,40
69,0.172036,57.9162,1038,339,99.6726,40
70,0.197686,37.5982,1036,339,151.292,40
