frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,30
1,0,57.9795,267,275,0,30
2,0.826982,58.0554,1034,341,0,30
3,0.666633,59.8426,1034,341,0,30
4,0.474481,60.8654,1033,341,0,30
5,0.8386,59.1796,1034,341,0,30
6,0.257653,38.7204,1034,341,147.055,30
7,0.994972,57.4787,568,304,100.405,30
8,1.63056,40.559,1033,341,140.611,30
9,2.43701,58.6843,270,275,98.4122,30
10,1.70977,58.7646,1030,342,98.2823,30
11,1.35476,62.1046,1030,342,93.1719,30
12,1.15284,63.1527,1031,342,91.6778,30
13,0.667327,58.7402,1032,342,98.3217,30
14,0.609624,60.9164,1029,341,94.9268,30
15,0.83909,62.6546,1029,341,92.3818,30
16,0.549166,59.3626,1031,342,97.3257,30
17,0.301837,58.2314,1030,341,99.1515,30
18,0.0373678,57.1441,1030,341,100.973,30
19,0.0716938,58.6245,1031,341,98.5092,30
20,1.19192,58.3607,1029,341,98.9393,30
21,0.938686,60.7729,1033,342,95.1433,30
22,1.14302,61.0389,1033,342,94.7428,30
23,1.11742,60.6024,1028,341,95.4018,30
24,0.179332,60.7298,1028,341,95.2086,30
25,0.400091,59.3418,1029,341,97.3587,30
26,1.47803,60.8959,1028,341,94.9577,30
27,0.475627,57.9553,1029,341,99.6077,30
28,1.16009,61.3845,1025,341,94.2275,30
29,0.19171,62.4036,1030,341,92.7407,30
30,1.68841,59.9237,1032,342,96.4454,30
31,0.298687,60.6662,1027,341,95.3049,30
32,0.47517,59.734,1029,341,96.7412,30
33,0.795884,60.5518,1028,341,95.4789,30
34,1.29008,59.8885,1028,341,96.5002,30
35,0.859273,46.131,1028,342,124.17,30
36,1.74325,60.9902,537,323,94.8159,30
37,1.0075,62.6093,1028,341,92.4464,30
38,0.205962,62.3369,1029,342,92.8365,30
39,0.434744,60.2895,1031,342,95.8801,30
40,1.37462,58.5029,1030,341,98.707,30
41,1.84718,57.9198,1024,341,99.6666,30
42,1.33904,48.6375,1024,341,117.984,30
43,1.38595,47.784,535,323,120.019,30
44,1.73059,46.3549,534,323,123.591,30
45,1.70043,45.4919,530,322,125.855,30
46,0.793905,43.4202,532,321,131.65,30
47,0.4135,44.2297,535,319,129.322,30
48,0.859199,44.5676,535,319,128.375,30
49,0.213727,43.3886,536,320,131.743,30
50,1.15118,43.4041,535,320,131.698,30
51,1.41821,44.0829,534,320,129.738,30
