frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,60
1,0,41.8576,709,379,0,60
2,1.17244,39.6169,711,379,0,60
3,0.187632,38.8234,709,380,0,60
4,0.699753,44.4995,711,380,0,60
5,0.643624,50.3145,711,380,0,60
6,0.408875,50.9645,711,380,112.776,60
7,0.608439,48.3814,710,378,118.587,60
8,0.322773,44.0074,712,378,129.953,60
9,0.735773,47.1446,714,379,121.591,60
10,0.481312,42.1042,713,379,135.623,60
11,0.596517,45.8919,716,379,124.795,60
12,0.471496,42.4238,712,379,134.636,60
13,1.37493,41.7076,714,378,136.869,60
14,2.18049,43.4161,713,377,131.663,60
15,1.53433,42.3009,711,376,135.014,60
16,1.09236,46.1955,715,375,124.003,60
17,1.53677,39.3307,710,373,144.85,60
18,0.765151,39.9889,716,372,142.547,60
19,0.123006,38.959,717,371,146.185,60
20,0.330303,40.1459,718,371,142.008,60
21,0.693738,44.4726,718,370,128.64,60
22,0.447778,42.3073,716,368,134.994,60
23,0.593522,44.5822,717,366,128.335,60
24,1.76241,42.3899,714,365,134.74,60
25,1.60879,42.0522,716,362,135.785,60
26,1.43603,41.3275,716,362,138.084,60
27,2.24031,36.0719,715,360,157.472,60
28,2.16371,33.3114,716,357,170.059,60
29,2.14867,33.6101,714,355,168.599,60
30,1.58631,34.2055,715,352,165.764,60
31,1.11596,35.7066,712,352,159.028,60
32,0.626782,34.4805,714,351,164.486,60
33,0.58527,32.2088,715,351,175.68,60
34,0.523031,33.2243,713,349,170.49,60
35,0.804998,31.7531,713,350,178.114,60
36,1.14836,34.2884,712,350,165.376,60
37,2.08759,34.0197,708,348,166.638,60
38,2.10668,33.2493,714,347,170.366,60
39,2.15912,33.8047,716,344,167.661,60
40,2.45272,30.6581,712,340,184.255,60
41,1.76824,31.8727,720,340,177.469,60
42,1.66128,30.7552,717,335,183.694,60
43,1.23675,29.6098,716,335,190.553,60
44,0.758232,31.5417,710,332,179.267,60
45,0.318844,35.9294,715,332,158.075,60
46,0.708026,30.2229,717,331,186.818,60
47,0.31266,30.5385,713,330,184.952,60
48,0.229069,31.2686,715,330,180.779,60
49,0.306557,31.2351,713,331,180.967,60
50,0.1869,32.2422,714,331,175.504,60
51,0.428522,28.2508,712,329,199.4,60
52,0.825097,29.8838,708,330,188.865,60
53,0.762613,30.2921,715,331,186.405,60
54,0.914931,27.6873,712,330,203.319,60
55,1.1229,26.7593,711,328,210.125,60
56,0.742214,26.9599,717,328,208.615,60
57,0.656884,26.4613,715,329,212.411,60
58,0.822801,23.815,712,328,235.168,60
59,0.513341,24.4905,709,328,228.9,60
60,0.502526,25.7954,714,328,217.705,60
61,1.04694,24.602,713,330,227.898,60
62,0.538674,25.5978,711,329,219.328,60
63,0.516636,26.4475,707,328,212.518,60
64,0.761443,25.7213,712,326,218.311,60
65,0.733175,26.4674,711,325,212.363,60
66,1.38106,24.6896,707,326,227.116,60
67,1.62059,27.1805,700,328,206.979,60
68,2.35277,26.151,702,329,214.845,60
69,2.93188,27.7485,709,332,202.885,60
70,2.33555,27.5002,707,335,204.654,60
71,1.41209,28.4397,705,338,198.121,60
72,0.89554,27.8611,711,341,202.093,60
73,0.698065,27.8772,705,342,201.981,60
74,0.87004,27.4007,705,340,205.373,60
75,0.774115,28.5193,705,340,197.586,60
76,0.675888,26.8699,706,340,209.29,60
77,0.790518,27.4893,705,339,204.733,60
78,0.978741,28.022,703,340,200.973,60
79,1.19759,28.8437,702,341,195.439,60
80,0.978126,26.1282,702,343,215.026,60
81,1.05859,26.9984,697,344,208.328,60
82,1.06943,27.4157,695,345,205.264,60
83,1.29475,26.8272,693,346,209.612,60
84,1.56756,29.576,700,346,190.763,60
85,1.56475,29.0858,703,347,193.868,60
86,1.37491,31.3133,698,349,180.53,60
87,1.30071,30.3668,702,350,185.962,60
88,1.19217,29.095,698,351,193.808,60
89,1.05957,31.6953,696,353,178.428,60
90,1.055,32.2092,700,353,175.677,60
91,0.858983,32.5844,699,354,173.723,60
92,0.772805,32.6264,696,354,173.507,60
93,0.502549,30.5671,696,354,184.785,60
94,0.780697,34.1596,694,353,165.979,60
95,0.756839,34.7224,696,352,163.38,60
96,0.691194,32.1204,695,353,176.146,60
97,0.86619,33.0595,695,352,171.311,60
98,0.654279,33.4128,696,351,169.561,60
99,0.808579,33.7701,696,352,167.827,60
100,0.922726,34.3105,692,353,165.273,60
101,0.906049,37.2907,694,354,152.497,60
102,0.814361,34.1516,694,354,166.016,60
103,0.379049,30.8841,691,356,182.953,60
104,0.702093,29.5448,689,357,190.958,60
105,0.834734,27.7488,690,356,202.883,60
106,1.19958,28.9684,688,355,194.627,60
107,1.0289,29.3024,690,353,192.484,60
108,0.473546,33.5082,696,352,169.094,60
109,1.22418,29.9379,692,351,188.535,60
110,1.33608,30.9303,695,351,182.689,60
111,1.46687,28.2505,695,350,199.402,60
112,1.56465,30.7422,689,348,183.769,60
113,1.13488,27.8451,696,347,202.206,60
114,0.998757,29.8927,697,345,188.81,60
115,0.955861,34.3644,690,345,165.023,60
116,0.544988,31.5802,693,342,179.056,60
117,0.488275,27.8778,694,343,201.977,60
118,0.559807,28.9465,695,344,194.769,60
119,0.816136,29.0792,693,345,193.91,60
120,1.23289,30.5334,697,345,184.982,60
121,1.25777,32.5083,698,342,174.116,60
122,1.28967,30.4035,700,343,185.746,60
123,1.19083,34.7944,704,343,163.053,60
124,1.06838,33.0902,699,341,171.157,60
125,1.63726,32.6362,698,340,173.457,60
126,1.68612,33.6906,701,341,168.21,60
127,2.07519,31.6873,694,343,178.471,60
128,1.82559,31.9192,691,346,177.219,60
129,1.76311,31.9372,691,347,177.122,60
130,1.76519,35.9335,693,349,158.057,60
131,1.97081,36.2736,685,349,156.626,60
132,1.63262,35.1731,684,350,161.357,60
133,1.52226,35.9478,687,351,157.997,60
134,1.51502,35.3113,685,353,160.747,60
135,1.45157,34.5717,687,355,164.067,60
136,0.880155,37.8034,684,356,150.499,60
137,0.903707,38.7029,687,358,147.119,60
138,1.06875,37.7573,685,357,150.677,60
139,1.92152,44.9293,685,355,127.377,60
140,1.0601,41.8744,681,349,136.342,60
141,2.41973,39.53,680,350,144.145,60
142,1.28403,38.347,684,348,148.438,60
143,2.06702,41.1925,684,349,138.521,60
144,2.13653,43.3158,682,352,131.957,60
145,4.27882,48.0583,681,354,119.357,60
146,5.21389,48.0139,681,359,119.464,60
147,3.42859,51.4768,685,363,111.692,60
148,2.62971,47.4512,687,363,120.832,60
149,1.50594,52.7363,684,367,109.114,60
150,1.36821,52.1765,685,368,110.244,60
151,1.66977,54.766,683,368,105.205,60
152,1.76145,55.8219,683,364,103.282,60
153,2.19321,51.2453,682,363,112.179,60
154,1.60448,49.9626,681,362,114.96,60
155,1.06326,55.6042,679,360,103.673,60
156,1.50243,53.6671,678,358,107.285,60
157,1.20315,56.526,675,359,102.039,60
158,1.39278,64.4319,673,358,89.9191,60
