frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,60
1,0,35.3279,750,346,0,60
2,0.111342,35.0202,750,345,0,60
3,0.743901,36.4441,750,346,0,60
4,0.349048,35.3662,752,346,0,60
5,0.198677,33.5754,746,347,0,60
6,0.697455,39.1724,747,347,145.416,60
7,0.666645,40.246,751,345,141.667,60
8,0.420256,41.425,750,345,137.77,60
9,0.648555,37.6414,750,346,151.125,60
10,0.475436,38.2765,748,346,148.702,60
11,0.731712,38.1435,750,345,149.203,60
12,0.832243,39.8562,752,348,143.005,60
13,0.516399,39.2848,755,349,145.014,60
14,1.36607,40.1463,755,349,142.007,60
15,0.746643,39.6603,757,346,143.687,60
16,0.491979,40.1703,757,346,141.925,60
17,0.44967,40.6301,755,347,140.373,60
18,0.281707,39.3405,758,348,144.815,60
19,0.294933,38.0907,758,347,149.403,60
20,0.196303,39.5414,758,349,144.104,60
21,0.918345,38.6656,758,349,147.256,60
22,0.75515,41.2767,760,350,138.249,60
23,1.05824,41.0737,759,351,138.908,60
24,0.0499785,42.1956,760,352,135.339,60
25,0.354075,43.6891,761,352,130.868,60
26,0.447743,42.4566,763,350,134.536,60
27,0.140998,43.7819,760,351,130.6,60
28,0.196776,42.0902,761,352,135.667,60
29,0.638547,43.1987,762,351,132.302,60
30,1.12048,43.0779,762,349,132.661,60
31,1.13031,41.279,763,350,138.241,60
32,0.529865,41.67,760,349,136.988,60
33,0.733547,40.2064,760,349,141.802,60
34,0.62116,37.5615,760,348,151.435,60
35,0.716676,38.6975,761,347,147.139,60
36,0.475586,37.2815,759,346,152.534,60
37,0.414342,37.2156,760,347,152.795,60
38,0.406911,37.9282,759,346,150.021,60
39,0.322989,38.2868,756,347,148.663,60
40,0.867476,37.9203,755,348,150.051,60
41,0.671452,37.7462,753,350,150.72,60
42,0.630854,40.9347,754,350,139.364,60
43,0.668598,40.9129,757,349,139.436,60
44,0.178822,40.7359,764,346,140.021,60
45,0.276689,39.8918,761,350,142.882,60
46,0.271516,38.2274,760,348,148.886,60
47,0.19801,36.6429,760,350,155.101,60
48,0.788452,34.9939,760,350,162.155,60
49,0.286573,34.9506,757,349,162.349,60
50,0.280299,36.8564,757,351,154.233,60
51,0.720683,36.3882,756,349,156.149,60
52,0.767448,36.7704,757,349,154.581,60
53,0.699672,36.9258,756,354,153.953,60
54,1.11053,34.1604,752,354,165.975,60
55,1.01792,32.1434,753,353,176.025,60
56,1.09815,31.9903,752,354,176.839,60
57,0.601049,52.0708,754,352,110.461,60
58,0.462574,51.4764,722,354,111.693,60
59,0.498032,51.6323,721,353,111.367,60
60,0.739743,49.6682,719,352,115.618,60
61,0.775695,31.3572,718,352,180.286,60
62,0.40554,30.7151,755,349,183.925,60
63,0.611605,33.8674,753,349,167.362,60
64,0.663888,33.1967,757,350,170.627,60
65,0.86015,33.4657,755,349,169.302,60
66,0.477575,35.4781,754,354,160.017,60
67,0.159881,34.7975,755,354,163.039,60
68,0.202734,34.0264,757,353,166.606,60
69,0.0719459,32.043,757,354,176.558,60
70,0.259555,32.3464,756,354,174.958,60
71,0.890666,32.927,755,353,171.977,60
72,1.37645,34.5347,758,350,164.237,60
73,0.986244,57.9983,759,349,99.5363,60
74,0.611304,55.6457,717,352,103.598,60
