frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,95
1,0,0,0,0,0,95
2,0,44.3987,711,305,0,95
3,0.60234,45.8776,709,304,0,95
4,1.01931,44.3219,709,304,0,95
5,0,0,0,0,0,95
6,0,0,0,0,0,95
7,0,0,0,0,0,95
8,3.19578,40.8828,708,307,139.535,95
9,1.86094,43.0403,712,311,132.773,95
10,1.52898,40.4056,717,314,141.126,95
11,0.4,40.2271,717,314,141.731,95
12,1.00227,41.7756,716,315,136.653,95
13,0.877698,41.6156,716,315,137.161,95
14,0.599903,39.071,716,315,145.78,95
15,1.64847,38.9331,720,316,146.279,95
16,1.82004,40.4907,720,318,140.84,95
17,2.25403,39.0406,721,321,145.89,95
18,3.19262,35.1309,722,322,161.544,95
19,1.98105,36.1207,724,324,157.266,95
20,1.12141,37.3796,723,325,152.147,95
21,1.14935,38.2452,723,324,148.819,95
22,1.00797,36.918,721,326,153.984,95
23,0.822894,37.0515,724,326,153.448,95
24,0.26176,36.4965,748,329,155.702,95
25,1.06618,37.694,750,329,150.921,95
26,1.40925,36.9171,721,325,153.988,95
27,0.973899,37.0789,721,324,153.339,95
28,1.18708,35.5443,720,325,159.729,95
29,0.874838,37.2223,721,323,152.768,95
30,0.816374,37.1808,719,322,152.933,95
31,1.7805,34.2573,719,323,165.522,95
32,2.11225,37.6714,718,321,151.009,95
33,1.26889,36.8635,717,320,154.204,95
34,1.4818,39.8208,718,319,143.128,95
35,1.82554,41.3763,719,317,137.927,95
36,1.51387,38.7725,718,315,146.864,95
37,2.63781,42.7304,718,316,133.703,95
38,1.84473,41.5484,715,313,137.375,95
39,1.30009,42.3164,710,310,134.966,95
40,1.21761,42.7404,709,310,133.673,95
41,1.3789,42.7278,709,311,133.711,95
42,2.30521,40.8974,709,311,139.487,95
43,1.99849,40.5893,706,312,140.51,95
44,2.55684,39.8907,706,314,142.885,95
45,2.92195,39.5684,709,316,144.01,95
46,2.02663,38.9881,707,316,146.08,95
47,2.79791,37.4963,703,317,151.689,95
48,3.34021,36.7476,698,321,154.674,95
49,2.65034,41.9716,698,322,136.037,95
50,2.59497,40.8392,693,323,139.679,95
51,2.65034,39.0782,694,326,145.754,95
52,2.44961,41.9091,690,329,136.233,95
53,2.51025,40.7918,684,330,139.835,95
54,2.65687,40.2967,684,331,141.495,95
55,2.5229,40.6538,678,334,140.294,95
56,2.76309,40.1447,677,333,142.012,95
57,2.84338,42.3148,674,333,134.971,95
58,2.92806,42.5736,673,335,134.178,95
59,2.84805,46.0104,675,334,124.484,95
60,3.13137,44.459,669,334,128.678,95
61,3.45391,43.9995,666,335,129.976,95
62,3.46639,44.172,665,335,129.485,95
63,3.81743,41.9891,657,333,135.982,95
64,4.00045,46.4496,648,334,123.347,95
65,4.41225,42.4338,643,333,134.605,95
66,4.45857,43.0843,645,330,132.642,95
67,5.01708,41.8865,639,332,136.304,95
68,5.32625,40.0432,636,332,142.36,95
69,6.02532,38.338,636,331,148.472,95
70,6.59612,34.9104,634,334,162.529,95
71,6.98187,38.1957,635,336,149.006,95
72,8.66391,37.6632,623,340,151.04,95
73,8.00065,36.3282,632,345,156.399,95
74,8.1784,84.6619,633,347,69.0724,95
75,16.148,91.1459,531,367,64.3202,95
76,18.0344,99.8729,522,370,58.8829,95
77,20.4796,106.492,511,373,55.3439,95
78,20.8428,111.31,504,379,53.028,95
79,24.4011,119.399,496,382,49.5541,95
80,28.8766,128.447,481,385,46.178,95
81,35.0542,140.889,457,389,42.2328,95
82,42.4932,198.213,429,394,30.37,95
83,53.9877,232.849,393,413,25.9947,95
84,60.3444,242.212,334,420,25.0235,95
85,12.8467,270.866,294,428,22.4617,95
86,6.07444,301.717,232,435,20.2392,95
87,8.57922,330.025,171,446,18.5598,95
88,11.3096,307.118,151,450,19.8953,95
89,9.12424,244.907,112,445,24.7575,95
90,5.73333,34.8377,67,466,162.857,95
