0.374548,41.4401,608,356,137.722,80
0.516468,42.544,606,354,134.269,80
0.489416,41.6256,609,353,137.129,80
0.423612,40.7669,606,354,139.918,80
0.419356,39.2555,605,352,145.118,80
0.43517,40.7651,606,352,139.924,80
0.348571,40.6213,607,351,140.402,80
0.286896,41.025,605,352,139.068,80
0.412006,38.805,606,352,146.745,80
0.554476,37.4396,605,352,151.911,80
0.756181,38.6763,610,351,147.217,80
0.853446,36.7842,611,352,154.525,80
0.878279,37.8409,605,350,150.355,80
0.826113,34.3679,602,347,165.007,80
0.824128,36.1519,598,346,157.135,80
0.924236,34.4861,598,346,164.461,80
0.941802,33.6676,606,344,168.321,80
0.982998,33.812,600,343,167.627,80
0.960194,33.1836,600,340,170.692,80
0.678157,33.1527,595,338,170.845,80
0.520505,31.8727,591,339,177.469,80
0.650198,34.3378,591,340,165.147,80
0.98187,32.6549,594,341,173.361,80
1.17392,32.6464,589,344,173.404,80
1.28527,33.7147,585,346,168.094,80
1.36047,34.8185,585,347,162.944,80
1.23634,33.6795,585,347,168.264,80
1.24284,33.5805,590,350,168.743,80
1.30963,33.2524,583,349,170.351,80
1.29703,33.4837,579,350,169.214,80
1.16224,31.7848,580,352,177.943,80
1.20897,34.1594,580,354,165.98,80
1.08663,33.981,574,353,166.821,80
0.911764,32.5987,575,354,173.649,80
1.01022,33.3299,584,354,169.968,80
0.910399,29.7952,581,354,189.408,80
0.797531,33.1844,578,352,170.688,80
0.870974,32.1223,578,353,176.136,80
0.863653,34.1632,573,354,165.962,80
0.828603,31.493,576,353,179.535,80
0.924957,32.3994,575,352,174.681,80
0.939806,44.4972,571,352,128.571,80
0.983798,43.9976,537,352,129.981,80
1.2407,42.7578,536,352,133.62,80
1.34048,29.9483,536,352,188.472,80
1.36598,42.1589,574,350,135.453,80
1.18241,43.0556,535,351,132.727,80
1.11726,43.4805,538,350,131.474,80
1.4376,41.5698,537,349,137.307,80
1.46938,40.1888,538,349,141.862,80
1.40495,41.8303,537,349,136.481,80
1.40734,41.571,535,349,137.303,80
1.42361,41.556,534,349,137.351,80
1.65996,42.8701,529,351,133.282,80
1.97834,42.7049,527,351,133.78,80
2.37697,43.4465,526,355,131.573,80
2.71872,42.6739,524,361,133.874,80
2.80554,43.4322,523,364,131.615,80
2.86423,43.0396,520,367,132.775,80
2.60569,44.3016,519,367,129.12,80
2.15386,44.792,518,369,127.754,80
1.99827,44.7422,518,369,127.891,80
1.82825,47.1754,518,369,121.514,80
1.84248,47.9756,514,369,119.556,80
2.04732,48.6913,512,369,117.858,80
2.11711,49.0222,510,369,117.089,80
2.48442,51.2923,506,370,112.08,80
2.67384,51.024,502,370,112.649,80
2.73907,52.7372,501,371,109.112,80
3.02789,51.4069,499,373,111.838,80
3.0937,50.7442,495,375,113.249,80
3.20376,51.9899,491,376,110.627,80
3.34441,52.9084,488,377,108.771,80
3.39539,54.127,483,379,106.405,80
3.66851,52.8333,477,379,108.92,80
3.95512,57.8328,477,380,99.8114,80
3.98069,59.4509,472,379,97.1862,80
4.12913,58.3309,461,380,98.988,80
4.49689,60.2992,452,380,95.8652,80
4.82104,61.7106,444,383,93.7465,80
5.24467,63.1599,435,385,91.6678,80
5.65697,70.1638,426,386,82.8135,80
6.04933,73.15,417,389,79.5456,80
6.52232,82.3152,405,392,70.9736,80
7.42145,90.5126,394,397,64.7548,80
8.76558,93.7503,381,400,62.5934,80
10.1091,123.648,372,402,47.9083,80
11.385,126.052,352,407,47.0253,80
12.7568,131.332,330,409,45.1978,80
14.7072,129.564,312,413,45.7934,80
16.8994,140.713,294,413,42.2837,80
19.1756,153.597,267,422,38.8527,80
22.1042,174.578,233,430,34.3329,80
26.1265,218.565,206,432,27.634,80
30.8019,235.16,189,443,25.748,80
36.0538,229.886,166,452,26.3183,80
29.4139,253.877,145,455,23.9119,80
11.0022,275.779,121,453,22.075,80
