0.443197,41.602,25
0.127154,40.868,25
0.182791,40.7813,25
0.189666,40.0141,25
0.0800491,40.2754,25
0.227096,40.373,25
0.295354,41.703,25
0.273777,41.5645,25
0.0864109,41.7402,25
0.290523,41.4955,25
0.38134,41.8335,25
0.439062,43.8359,25
0.341922,42.1049,25
0.091366,42.8034,25
0.137714,43.3344,25
0.284651,41.8561,25
0.161527,41.6801,25
0.116912,41.0939,25
0.130732,39.5034,25
0.114867,40.9236,25
0.167579,39.5495,25
0.101323,40.2731,25
0.391385,40.4897,25
0.369665,39.7788,25
0.309659,37.4372,25
0.0925509,38.1111,25
0.0740946,37.3918,25
0.0953266,38.1849,25
0.244525,37.702,25
0.363851,40.243,25
0.385694,40.1736,25
0.278593,38.8222,25
0.164965,38.7314,25
0.136298,39.5539,25
0.285093,39.0717,25
0.182756,39.644,25
0.131562,38.7946,25
0.37152,40.42,25
0.188975,40.4999,25
0.0871284,41.5252,25
0.185302,40.2883,25
0.14699,40.1057,25
0.1105,40.3347,25
0.380862,39.9403,25
0.475,38.7811,25
0.431346,39.3714,25
0.410976,39.1251,25
0.367154,38.8051,25
0.386305,38.3876,25
0.630385,37.6359,25
0.731314,36.5366,25
0.750438,38.7807,25
0.853093,40.4416,25
0.916252,40.2526,25
0.736992,40.2951,25
0.578585,39.3991,25
0.289678,40.1672,25
0.296723,40.1558,25
0.331931,39.3013,25
0.145375,40.4102,25
0.0834135,39.7245,25
0.176335,39.6747,25
0.21933,40.1488,25
0.327645,37.6324,25
0.291667,36.8875,25
0.0476076,37.6915,25
0.22161,37.5458,25
0.356071,39.1422,25
0.136029,38.376,25
0.375511,39.3395,25
0.301769,38.137,25
0.368228,38.1697,25
0.242891,38.3058,25
0.302046,38.6595,25
0.538591,38.6189,25
0.748274,38.8191,25
0.606004,38.2426,25
0.568966,37.5099,25
0.261127,37.2194,25
0.127996,36.8719,25
0.480519,38.4918,25
0.634229,38.1642,25
0.471128,38.4534,25
0.345152,39.9228,25
0.40325,39.1609,25
0.303623,38.7231,25
0.305619,39.0154,25
0.180414,39.511,25
0.374974,38.5818,25
0.272103,39.5385,25
0.368575,39.3695,25
0.507184,40.6277,25
0.213582,38.6033,25
0.248781,38.3086,25
0.43547,39.6691,25
0.68933,39.1034,25
0.604391,38.3911,25
0.692575,38.1426,25
0.556214,37.4323,25
0.607336,38.1677,25
0.656569,37.6055,25
0.845952,37.7664,25
0.961829,38.4507,25
0.849433,40.0867,25
0.720487,41.4755,25
0.883828,41.9225,25
0.715802,41.6649,25
0.637617,43.0244,25
0.66576,41.4379,25
0.640316,40.9564,25
0.760224,39.9543,25
0.756616,40.637,25
0.680477,41.6812,25
0.531749,40.5066,25
0.527638,40.1501,25
0.54828,40.9887,25
0.479288,39.7197,25
0.449033,39.413,25
0.526219,41.0321,25
0.603356,41.4581,25
0.577674,40.9947,25
0.562811,42.8878,25
0.533244,44.3587,25
0.500942,44.8099,25
0.371797,42.7216,25
