frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,30
1,0,0,0,0,0,30
2,0,0,0,0,0,30
3,0,0,0,0,0,30
4,0,0,0,0,0,30
5,0,0,0,0,0,30
6,0,40.7411,685,283,0,30
7,0,0,0,0,0,30
8,0,0,0,0,0,30
9,0,0,0,0,0,30
10,5.35567,34.6189,835,285,163.851,30
11,1.28476,23.5721,689,290,237.508,30
12,1.23273,31.0659,845,284,181.918,30
13,0,0,0,0,0,30
14,0,0,0,0,0,30
15,0,0,0,0,0,30
16,0,0,0,0,0,30
17,0,0,0,0,0,30
18,0,0,0,0,0,30
19,5.39618,45.1126,684,288,126.877,30
20,0.17078,40.1055,684,286,142.146,30
21,0,0,0,0,0,30
22,0,0,0,0,0,30
23,0,0,0,0,0,30
24,0,0,0,0,0,30
25,0,0,0,0,0,30
26,1.63831,33.5822,686,284,168.735,30
27,0,0,0,0,0,30
28,0,0,0,0,0,30
29,0.367681,37.9394,681,284,149.978,30
30,0,0,0,0,0,30
31,0,0,0,0,0,30
32,0,0,0,0,0,30
33,2.2939,25.4823,857,281,220.289,30
34,0,0,0,0,0,30
35,0,0,0,0,0,30
36,0,0,0,0,0,30
37,0,0,0,0,0,30
38,0,0,0,0,0,30
39,0,0,0,0,0,30
40,0,0,0,0,0,30
41,0,0,0,0,0,30
42,0,0,0,0,0,30
43,0,0,0,0,0,30
44,0,0,0,0,0,30
45,0,0,0,0,0,30
46,0,0,0,0,0,30
47,0,0,0,0,0,30
48,0,0,0,0,0,30
49,0,0,0,0,0,30
50,3.07756,23.4351,683,280,238.849,30
51,0,0,0,0,0,30
52,0,0,0,0,0,30
53,0,0,0,0,0,30
54,0,0,0,0,0,30
55,0,0,0,0,0,30
56,0,0,0,0,0,30
57,0,0,0,0,0,30
58,8.72944,33.2103,682,292,170.56,30
59,0.903956,38.142,681,291,149.209,30
60,0,0,0,0,0,30
61,0,0,0,0,0,30
62,3.01133,44.1641,677,286,129.508,30
63,0,0,0,0,0,30
64,0,0,0,0,0,30
65,0,0,0,0,0,30
66,0,0,0,0,0,30
67,2.05149,40.0292,680,284,142.408,30
68,0.636729,35.9305,679,283,158.07,30
69,0.0548902,40.2271,680,284,141.731,30
70,0.593426,34.068,678,285,166.41,30
71,0.162292,34.36,680,284,165.044,30
72,0.854687,31.5504,679,284,179.22,30
73,0.754396,35.2441,677,284,161.043,30
74,0,0,0,0,0,30
75,0,0,0,0,0,30
76,0.996259,35.363,678,286,160.52,30
77,0.611528,38.2805,678,286,148.687,30
78,0,0,0,0,0,30
79,0,0,0,0,0,30
80,0,0,0,0,0,30
81,0,0,0,0,0,30
82,0,0,0,0,0,30
83,4.04044,33.8417,680,292,167.485,30
84,0.688798,35.7258,679,292,158.945,30
85,0.540849,34.4079,676,294,164.822,30
86,0.386944,28.5068,678,294,197.67,30
87,0.906697,29.8435,680,293,189.111,30
88,0.658276,32.4443,678,293,174.447,30
