frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,25
1,0,0,0,0,0,25
2,0,0,0,0,0,25
3,0,0,0,0,0,25
4,0,0,0,0,0,25
5,0,0,0,0,0,25
6,0,0,0,0,0,25
7,0,0,0,0,0,25
8,0,0,0,0,0,25
9,0,0,0,0,0,25
10,0,0,0,0,0,25
11,0,0,0,0,0,25
12,0,0,0,0,0,25
13,0,0,0,0,0,25
14,0,0,0,0,0,25
15,0,68.0124,1242,326,0,25
16,18.6791,79.7516,1241,323,73.1761,25
17,18.9173,90.1299,1235,319,65.0204,25
18,19.1777,87.3876,1229,316,66.9903,25
19,19.9852,92.1158,1218,317,63.6659,25
20,20.5637,87.5486,1213,316,66.8713,25
21,19.7482,92.7716,1205,317,63.2311,25
22,18.6006,95.4854,1203,317,61.4944,25
23,18.5138,95.2173,1196,316,61.6616,25
24,19.4868,83.928,1194,315,69.6557,25
25,20.3365,79.3553,1175,315,73.5291,25
26,20.6319,87.368,1155,313,67.0048,25
27,1.00178,94.6128,1132,312,62.0421,25
28,0.87238,105.205,1092,313,55.9976,25
29,0.574856,105.222,1079,310,55.9891,25
30,0.629311,73.2016,1055,309,79.4914,25
31,10.5152,65.9192,1023,307,87.9587,25
32,18.4029,92.977,1002,309,63.0962,25
33,23.1118,76.1128,988,310,76.5527,25
34,22.0525,76.5594,961,312,76.1213,25
35,23.3884,99.9945,949,313,58.8138,25
36,22.733,95.9078,907,312,61.2328,25
37,22.0849,99.2996,890,311,59.2113,25
38,21.8808,92.2007,866,313,63.6093,25
39,24.5713,104.073,850,302,56.586,25
40,21.1816,94.7161,827,316,61.9768,25
41,24.9503,104.005,815,303,56.6216,25
42,24.9605,93.5373,788,313,62.7311,25
43,24.8194,94.3961,774,306,62.1797,25
44,24.7873,106.765,758,307,55.2073,25
45,24.9664,108.077,712,309,54.5595,25
46,24.7996,113.096,689,310,52.2192,25
47,24.9253,110.961,671,311,53.1894,25
48,24.882,105.252,648,312,55.9737,25
49,8.8333,105.47,628,312,55.8618,25
50,0.717728,101.572,603,310,57.931,25
51,10.3824,119.171,580,309,49.6455,25
52,11.1028,117,544,317,50.5349,25
53,11.4406,113.609,520,314,51.9912,25
54,12.4715,112.712,497,317,52.3908,25
55,1.14838,108.073,478,316,54.5615,25
56,3.06027,104.824,459,316,56.1944,25
57,1.79925,99.8812,433,314,58.8782,25
58,2.44923,99.6526,410,314,59.0086,25
59,3.13084,104.365,390,312,56.4332,25
60,2.65771,111.254,367,312,53.0542,25
61,5.58172,110.929,347,311,53.2042,25
62,7.94909,106.853,326,312,55.1633,25
63,7.2232,103.983,307,311,56.6334,25
64,15.7487,96.9138,285,314,60.6187,25
65,17.4241,93.0244,262,316,63.0652,25
66,11.9995,87.8417,245,316,66.6557,25
67,13.8189,90.7188,227,315,64.6127,25
68,17.5346,99.3113,214,315,59.2045,25
69,10.3111,118.979,190,320,49.723,25
70,10.0732,111.811,169,318,52.7988,25
71,18.0145,106.64,155,319,55.2696,25
72,18.8695,102.624,140,320,57.3575,25
73,18.3264,94.488,131,322,62.1213,25
74,18.8839,95.7494,122,322,61.3306,25
75,19.0537,88.3843,114,322,66.2604,25
76,18.7661,88.4359,103,322,66.223,25
77,17.6508,86.2798,92,321,67.8209,25
78,17.4705,84.5212,84,319,69.1835,25
79,17.2829,91.6935,75,319,63.9491,25
80,16.8303,86.6021,66,320,67.5771,25
81,16.558,83.9608,59,319,69.6294,25
82,16.2749,77.676,54,318,75.064,25
