0,57.6744,525,318,25
0,58.1188,1007,342,25
0,58.3568,1005,342,25
0,58.088,1005,342,25
0,57.2408,1006,341,25
0.432179,57.7069,1008,342,25
0.350495,56.5942,1006,342,25
0.312367,55.5407,1006,342,25
0.30532,42.0981,1006,341,25
0.263374,58.2345,524,318,25
0.190822,41.6382,1010,342,25
0.159245,58.6451,525,318,25
0.150489,59.0282,1010,342,25
0.108338,58.8523,1010,342,25
0.0696063,57.6217,1011,342,25
0.147849,56.7839,1008,342,25
0.184427,55.4069,1007,341,25
0.244765,56.365,1007,342,25
0.179771,56.4796,1007,341,25
0.0840595,58.0273,1008,342,25
0.25159,56.2066,1006,342,25
0.384531,56.5746,1006,341,25
0.355967,57.5471,1006,341,25
0.290645,56.5822,1005,341,25
0.227672,57.358,1003,342,25
0.123299,40.6913,1002,342,25
0.129984,40.7758,523,319,25
0.158531,40.1449,524,319,25
0.0892235,41.9077,524,319,25
0.125173,58.9556,526,319,25
0.193811,42.5872,1004,342,25
0.167502,40.3304,526,319,25
0.131886,42.3508,528,318,25
0.095268,41.602,527,319,25
0.0866981,40.868,527,319,25
0.0915679,40.7813,527,318,25
0.101132,40.0141,528,318,25
0.124978,40.2754,531,318,25
0.106846,40.373,531,318,25
0.114021,41.703,531,318,25
0.17525,41.5645,532,317,25
0.199338,41.7402,532,318,25
0.146263,41.4955,531,318,25
0.149275,41.8335,531,319,25
0.257893,43.8359,528,319,25
0.318082,42.1049,527,320,25
0.265868,42.8034,528,319,25
0.143745,43.3344,527,319,25
0.0637647,41.8561,527,320,25
0.119804,41.6801,528,319,25
0.179592,41.0939,528,319,25
0.123944,39.5034,528,319,25
0.0888469,40.9236,530,319,25
0.0785878,39.5495,528,319,25
0.0841481,40.2731,529,319,25
0.0750901,40.4897,529,319,25
0.151515,39.7788,530,319,25
0.252635,37.4372,530,319,25
0.223435,38.1111,530,318,25
0.128124,37.3918,529,319,25
0.0548123,38.1849,528,318,25
0.0472054,37.702,530,319,25
0.100203,40.243,530,318,25
0.207432,40.1736,530,319,25
0.259893,38.8222,531,319,25
0.216325,38.7314,530,319,25
