frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,80
1,0,35.5663,613,352,0,80
2,1.25923,38.96,609,353,0,80
3,0.751362,38.6625,609,355,0,80
4,0.417369,39.5573,608,357,0,80
5,0.706275,40.4214,606,356,0,80
6,0.843129,41.4401,608,356,137.722,80
7,0.625118,42.544,606,354,134.269,80
8,0.645719,41.6256,609,353,137.129,80
9,0.612349,40.7669,606,354,139.918,80
10,0.693162,39.2555,605,352,145.118,80
11,0.35255,40.7651,606,352,139.924,80
12,0.508139,40.6213,607,351,140.402,80
13,0.727879,41.025,605,352,139.068,80
14,0.935548,38.805,606,352,146.745,80
15,1.33299,37.4396,605,352,151.911,80
16,1.22734,38.6763,610,351,147.217,80
17,1.40749,36.7842,611,352,154.525,80
18,1.07085,37.8409,605,350,150.355,80
19,1.40154,34.3679,602,347,165.007,80
20,1.37117,36.1519,598,346,157.135,80
21,1.45424,34.4861,598,346,164.461,80
22,1.49476,33.6676,606,344,168.321,80
23,1.38583,33.812,600,343,167.627,80
24,0.648644,33.1836,600,340,170.692,80
25,0.912871,33.1527,595,338,170.845,80
26,1.03772,31.8727,591,339,177.469,80
27,1.90789,34.3378,591,340,165.147,80
28,1.61386,32.6549,594,341,173.361,80
29,2.24194,32.6464,589,344,173.404,80
30,1.83947,33.7147,585,346,168.094,80
31,1.86956,34.8185,585,347,162.944,80
32,1.85897,33.6795,585,347,168.264,80
33,2.06991,33.5805,590,350,168.743,80
34,1.82117,33.2524,583,349,170.351,80
35,1.66555,33.4837,579,350,169.214,80
36,1.96136,31.7848,580,352,177.943,80
37,1.29854,34.1594,580,354,165.98,80
38,1.43675,33.981,574,353,166.821,80
39,1.59389,32.5987,575,354,173.649,80
40,1.1373,33.3299,584,354,169.968,80
41,1.25529,29.7952,581,354,189.408,80
42,1.35763,33.1844,578,352,170.688,80
43,1.23333,32.1223,578,353,176.136,80
44,1.25248,34.1632,573,354,165.962,80
45,1.52239,31.493,576,353,179.535,80
46,1.29703,32.3994,575,352,174.681,80
47,1.65437,44.4972,571,352,128.571,80
48,2.06773,43.9976,537,352,129.981,80
49,1.95372,42.7578,536,352,133.62,80
50,2.14423,29.9483,536,352,188.472,80
51,1.40301,42.1589,574,350,135.453,80
52,1.94876,43.0556,535,351,132.727,80
53,2.36402,43.4805,538,350,131.474,80
54,2.04413,41.5698,537,349,137.307,80
55,2.17071,40.1888,538,349,141.862,80
56,2.05132,41.8303,537,349,136.481,80
57,2.2195,41.571,535,349,137.303,80
58,2.76038,41.556,534,349,137.351,80
59,3.17462,42.8701,529,351,133.282,80
60,3.95628,42.7049,527,351,133.78,80
61,4.19987,43.4465,526,355,131.573,80
62,4.21675,42.6739,524,361,133.874,80
63,4.37595,43.4322,523,364,131.615,80
64,3.4411,43.0396,520,367,132.775,80
65,3.02047,44.3016,519,367,129.12,80
66,2.97434,44.792,518,369,127.754,80
67,2.51042,44.7422,518,369,127.891,80
68,3.017,47.1754,518,369,121.514,80
69,3.12495,47.9756,514,369,119.556,80
70,3.22637,48.6913,512,369,117.858,80
71,4.2269,49.0222,510,369,117.089,80
72,3.79464,51.2923,506,370,112.08,80
73,4.42256,51.024,502,370,112.649,80
74,4.66111,52.7372,501,371,109.112,80
75,4.61997,51.4069,499,373,111.838,80
76,4.99129,50.7442,495,375,113.249,80
77,5.04193,51.9899,491,376,110.627,80
78,5.14423,52.9084,488,377,108.771,80
79,5.86131,54.127,483,379,106.405,80
80,6.00405,52.8333,477,379,108.92,80
81,5.93801,57.8328,477,380,99.8114,80
82,6.44937,59.4509,472,379,97.1862,80
83,7.0413,58.3309,461,380,98.988,80
84,7.42182,60.2992,452,380,95.8652,80
85,8.31218,61.7106,444,383,93.7465,80
86,8.65872,63.1599,435,385,91.6678,80
87,9.48926,70.1638,426,386,82.8135,80
88,10.0777,73.15,417,389,79.5456,80
89,12.1866,82.3152,405,392,70.9736,80
90,14.1101,90.5126,394,397,64.7548,80
91,16.2171,93.7503,381,400,62.5934,80
92,17.938,123.648,372,402,47.9083,80
93,20.3324,126.052,352,407,47.0253,80
94,23.7893,131.332,330,409,45.1978,80
95,26.909,129.564,312,413,45.7934,80
96,30.6178,140.713,294,413,42.2837,80
97,35.6949,153.597,267,422,38.8527,80
98,42.6846,174.578,233,430,34.3329,80
99,49.721,218.565,206,432,27.634,80
100,58.4405,235.16,189,443,25.748,80
101,29.8012,229.886,166,452,26.3183,80
102,3.20549,253.877,145,455,23.9119,80
103,13.2483,275.779,121,453,22.075,80
