frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,30
1,0,38.2567,670,376,0,30
2,0.0962013,38.062,671,375,0,30
3,0.0984491,37.9245,669,375,0,30
4,0.125649,38.56,676,376,0,30
5,0.0612958,37.9983,677,375,0,30
6,0.0664184,39.1917,673,376,145.346,30
7,0.0691109,41.4971,677,375,137.539,30
8,0.135617,40.0115,683,375,142.469,30
9,0.0896825,40.0329,676,375,142.395,30
10,0.0388135,39.8968,678,375,142.865,30
11,0.06551,39.7684,676,375,143.31,30
12,0.0413776,39.4719,676,375,144.35,30
13,0.0711925,38.6623,677,375,147.269,30
14,0.125602,37.4332,675,376,151.937,30
15,0.0519028,38.2771,676,376,148.7,30
16,0.0574758,37.9388,678,376,149.98,30
17,0.045668,37.0214,678,376,153.569,30
18,0.0804333,37.4165,676,376,152.002,30
19,0.131902,37.3396,673,376,152.305,30
20,0.0486515,37.0933,672,376,153.281,30
21,0.103259,36.0749,674,376,157.459,30
22,0.0404269,36.4556,671,376,155.871,30
23,0.134876,35.5435,673,376,159.732,30
24,0.0754561,37.1652,669,376,152.995,30
25,0.132757,38.599,675,376,147.502,30
26,0.0663144,39.7414,680,376,143.404,30
27,0.145466,40.779,683,375,139.878,30
28,0.0919321,39.3676,684,375,144.719,30
29,0.142957,39.8387,682,376,143.066,30
30,0.13375,40.7145,685,376,140.092,30
31,0.0699707,40.003,686,376,142.498,30
32,0.0648054,41.4651,685,376,137.642,30
33,0.0607303,39.2604,687,376,145.101,30
34,0.19678,38.6465,682,376,147.326,30
35,0.0206284,38.5504,677,376,147.681,30
36,0.123914,40.7521,678,376,139.967,30
37,0.144472,39.0106,685,376,145.998,30
38,0.0864051,40.3658,682,376,141.261,30
39,0.086976,39.3672,684,376,144.721,30
40,0.106913,39.1539,679,375,145.482,30
41,0.0717813,38.3872,679,376,148.288,30
42,0.0839109,38.5274,678,376,147.766,30
43,0.125191,38.3237,680,376,148.525,30
44,0.0133309,38.518,684,376,147.801,30
45,0.0672971,39.2462,681,376,145.151,30
