frame_number,flow,bbox_height,center_x,center_y,depth,speed
0,0,0,0,0,0,40
1,0,40.2883,681,375,0,40
2,0.0507361,40.4192,676,376,0,40
3,0.0125315,40.5032,676,376,0,40
4,0.199199,40.9737,676,376,0,40
5,0.0963774,42.1696,677,376,0,40
6,0.186182,43.3073,681,375,131.982,40
7,0.0520846,41.034,681,375,139.038,40
8,0.204937,40.5988,680,376,140.478,40
9,0.094284,41.0222,677,376,139.077,40
10,0.067618,40.1663,678,376,141.939,40
11,0.0649234,40.9594,677,376,139.283,40
12,0.196849,40.6061,681,376,140.453,40
13,0.0627859,40.8877,676,376,139.519,40
14,0.142409,39.9301,679,376,142.749,40
15,0.0470161,41.2532,679,376,138.324,40
16,0.054384,40.2624,682,376,141.611,40
17,0.114947,39.629,677,376,143.797,40
18,0.105197,39.3628,674,376,144.736,40
19,0.0950432,40.7688,677,376,139.912,40
20,0.212867,40.0337,678,376,142.393,40
21,0.185951,38.6783,676,376,147.21,40
22,0.10163,38.9602,675,376,146.181,40
23,0.187079,38.2044,675,376,148.973,40
24,0.0798378,38.3676,673,376,148.361,40
25,0.219648,39.4879,673,376,144.293,40
26,0.171699,38.3996,673,376,148.241,40
27,0.134115,39.4175,674,376,144.542,40
28,0.110084,41.4109,677,376,137.816,40
29,0.20317,39.6786,681,376,143.623,40
30,0.0410313,38.5047,676,376,147.851,40
31,0.0370793,40.0833,676,376,142.222,40
32,0.0948288,40.4538,678,376,140.964,40
33,0.156334,39.7365,678,376,143.421,40
34,0.105278,38.2114,677,376,148.947,40
35,0.119334,36.9994,670,376,153.657,40
36,0.0641657,37.3127,672,377,152.41,40
37,0.0705724,38.1316,671,376,149.248,40
38,0.147554,37.8723,672,377,150.235,40
39,0.128573,37.0835,675,377,153.32,40
40,0.207502,38.7244,675,377,147.04,40
41,0.160273,39.658,683,377,143.695,40
42,0.156827,38.2797,680,377,148.69,40
43,0.118607,37.3924,678,377,152.097,40
44,0.134615,39.2494,676,377,145.14,40
45,0.0677755,39.7675,681,376,143.313,40
46,0.182075,30.7934,682,376,183.473,40
47,0.15443,40.7542,767,371,139.96,40
48,0.135906,41.4444,686,376,137.708,40
49,0.231096,39.3904,685,376,144.638,40
50,0.0946086,40.192,682,376,141.851,40
51,0.140385,39.4417,685,377,144.456,40
52,0.172789,39.4475,683,376,144.436,40
53,0.233232,40.8849,680,376,139.528,40
54,0.133674,40.6416,683,376,140.335,40
55,0.0593041,41.8576,684,376,136.395,40
56,0.0467689,42.1591,686,376,135.452,40
57,0.191438,41.7502,686,376,136.734,40
58,0.039509,41.9135,689,376,136.219,40
59,0.213111,40.8486,687,376,139.648,40
60,0.171708,40.179,683,376,141.895,40
61,0.120627,40.1267,686,377,142.074,40
62,0.240325,39.6534,686,377,143.712,40
63,0.103566,39.8329,685,376,143.086,40
64,0.0329738,42.8695,685,376,133.284,40
65,0.150552,41.4417,691,376,137.717,40
66,0.0414717,40.3642,689,376,141.266,40
67,0.104975,40.6762,689,376,140.219,40
68,0.151159,39.0726,688,376,145.774,40
69,1.11701,38.7605,479,371,146.908,40
70,1.14573,40.2262,482,372,141.734,40
71,0.185036,38.7141,691,376,147.078,40
72,1.03637,39.3542,476,370,144.767,40
73,1.06967,40.3516,477,370,141.309,40
74,0.132109,37.8376,687,375,150.368,40
75,1.19132,39.5939,472,369,143.92,40
76,1.12419,32.3326,473,369,175.03,40
77,0.151704,37.7555,766,371,150.684,40
78,1.35281,38.8508,473,371,146.578,40
79,1.29675,39.5734,470,369,143.992,40
80,1.33592,38.7569,473,371,146.921,40
81,1.41712,37.6971,473,371,150.909,40
82,1.42095,38.6821,472,371,147.196,40
83,1.40464,39.3158,470,370,144.903,40
84,1.49713,38.7818,470,370,146.83,40
85,1.47749,37.7149,466,369,150.84,40
86,1.64807,39.2615,465,369,145.097,40
87,1.29374,39.5059,471,372,144.23,40
88,1.5363,38.0371,469,371,149.606,40
89,1.79798,40.4231,466,369,141.067,40
90,1.40976,40.8339,469,371,139.696,40
91,1.65077,40.6046,468,371,140.458,40
92,1.57886,41.9985,467,372,135.953,40
93,1.49812,42.1612,469,372,135.446,40
94,1.74625,43.782,469,374,130.599,40
95,1.60951,40.9272,471,375,139.389,40
